Puzzle Number,Description,Words,Color
60,JEWELRY,"ANKLET, BANGLE, BROOCH, PENDANT",#df7bea
61,THEORETICAL PHYSICISTS,"EINSTEIN, FEYNMAN, HAWKING, OPPENHEIMER",#fbd400
61,TALENT,"FACULTY, FLAIR, GENIUS, GIFT",#69e352
61,AUSTRALIAN TERMS,"BARBIE, BUSH, CRIKEY, MATE",#5492ff
61,___ POINT,"MATCH, MOOT, SELLING, WEST",#df7bea
62,STATE ABBREVIATIONS,"CO, MA, ME, PA",#fbd400
62,MUSICAL NOTES,"DO, FA, LA, TI",#69e352
62,GREEK LETTERS,"MU, NU, PI, XI",#5492ff
62,PERIODIC TABLE SYMBOLS,"FE, HE, NA, NI",#df7bea
63,FASTENING VERBS,"BUCKLE, BUTTON, SNAP, ZIP",#fbd400
63,SLANG FOR ZERO,"JACK, NADA, NOTHING, SQUAT",#69e352
63,GYM EXERCISES,"CURL, LUNGE, PLANK, PRESS",#5492ff
63,“CAPTAINS”,"CRUNCH, KANGAROO, OBVIOUS, PLANET",#df7bea
64,CLASSIC DOG NAMES,"FIDO, LUCKY, ROVER, SPOT",#fbd400
64,PERCEIVE,"CATCH, NOTICE, OBSERVE, SEE",#69e352
64,FISHING TERMS,"BAIT, CHUM, FLY, SINKER",#5492ff
64,T-___,"BONE, REX, SHIRT, STORM",#df7bea
65,STATES OF MATTER,"GAS, LIQUID, PLASMA, SOLID",#fbd400
65,ENERGY,"JUICE, SPIRIT, STEAM, VIGOR",#69e352
65,CLASSICAL ELEMENTS,"AIR, EARTH, FIRE, WATER",#5492ff
65,THINGS WITH RINGS,"CIRCUS, SATURN, TREE, WEDDING",#df7bea
66,TIME PERIODS,"CENTURY, DECADE, MILLENNIUM, YEAR",#fbd400
66,BREAKFAST FOODS,"CEREAL, OMELET, PANCAKE, WAFFLE",#69e352
66,PAINTERS,"BACON, CLOSE, MUNCH, WHISTLER",#5492ff
66,ONE IN A DOZEN,"EGG, JUROR, MONTH, ROSE",#df7bea
67,DESSERTS,"CAKE, COBBLER, PIE, TART",#fbd400
67,OCCUPATIONAL SURNAMES,"FISHER, MASON, MILLER, SMITH",#69e352
67,ALTER DECEPTIVELY,"DISTORT, DOCTOR, FUDGE, TWIST",#5492ff
67,SQUARE ___,"DANCE, MEAL, ONE, ROOT",#df7bea
68,UNITS OF VOLUME,"CUP, GALLON, PINT, QUART",#fbd400
68,EXTREMELY,"AWFUL, QUITE, SUPER, VERY",#69e352
68,WORLD CURRENCIES,"RAND, REAL, STERLING, WON",#5492ff
68,___ CAKE,"CARROT, COFFEE, POUND, SPONGE",#df7bea
69,FRIEND,"BUD, CHUM, MATE, PAL",#fbd400
69,COOKWEAR,"CROCK, POT, SKILLET, WOK",#69e352
69,SHOES,"CLOG, PUMP, SLIDE, WEDGE",#5492ff
69,SLANG FOR CANNABIS,"GRASS, HERB, MARY JANE, WEED",#df7bea
70,CAMPING SUPPLIES,"COOLER, LANTERN, SLEEPING BAG, TENT",#fbd400
70,INSULT,"BARB, DIG, DISS, JAB",#69e352
70,TINY,"MINUTE, SLIGHT, SMALL, WEE",#5492ff
70,HAPPY ___,"CAMPER, HOUR, MEAL, MEDIUM",#df7bea
71,U.S. MOUNTAIN STATES,"ARIZONA, COLORADO, NEVADA, UTAH",#fbd400
71,SODA BRANDS,"CRUSH, MUG, SPRITE, SQUIRT",#69e352
71,CLASSIC ROCK BANDS,"GENESIS, KANSAS, RUSH, YES",#5492ff
71,TONY ___,"HAWK, MONTANA, SOPRANO, STARK",#df7bea
72,PERFORMING ARTISTS,"ACTOR, DANCER, SINGER, STAND-UP",#fbd400
72,SANTA’S REINDEER,"COMET, CUPID, DASHER, VIXEN",#69e352
72,SEEN ON VALENTINE’S DAY,"CARD, CHOCOLATE, HEART, ROSE",#5492ff
72,“BAD ___” MOVIES,"BOYS, LIEUTENANT, SANTA, TASTE",#df7bea
73,FACIAL HAIR,"BEARD, GOATEE, MUSTACHE, STUBBLE",#fbd400
73,BIKE PARTS,"GEAR, HANDLEBAR, PEDAL, WHEEL",#69e352
73,PURSUE,"DOG, FOLLOW, TAIL, TRACK",#5492ff
73,THINGS THAT ARE CAST,"DOUBT, MOVIE, SHADOW, VOTE",#df7bea
74,EXTINCT ANIMALS,"DODO, MAMMOTH, MASTODON, TRILOBITE",#fbd400
74,FAILURES,"BUSTS, FLOPS, MISSES, TURKEYS",#69e352
74,SLANG FOR CLOTHES,"DUDS, GETUP, OUTFIT, THREADS",#5492ff
74,KISS,"PECK, SMACK, SMOOCH, X",#df7bea
75,SOCIAL GATHERING,"BASH, BLOWOUT, PARTY, SHINDIG",#fbd400
75,FOUND IN A KITCHEN,"COUNTER, MIXER, RANGE, SINK",#69e352
75,“PINOCCHIO” FIGURES,"CRICKET, PUPPET, WHALE, WOODCARVER",#5492ff
75,EASTER ___,"BUNNY, EGG, ISLAND, SUNDAY",#df7bea
76,BOARD GAMES,"RISK, SORRY, TABOO, TROUBLE",#fbd400
76,NEWSPAPER SECTIONS,"BUSINESS, NATIONAL, OPINION, STYLE",#69e352
76,FIGURES IN GREEK MYTH,"ATLAS, HERMES, NIKE, PARIS",#5492ff
76,FIRST WORDS IN RAPPERS’ NAMES,"FOXY, GUCCI, KILLER, NOTORIOUS",#df7bea
77,PIECES OF CHICKEN,"BREAST, DRUMSTICK, TENDER, WING",#fbd400
77,GOLF TERMS,"DRIVER, EAGLE, HOLE, STROKE",#69e352
77,DRUM SET COMPONENTS,"CYMBAL, KICK, SNARE, TOM",#5492ff
77,ASSOCIATED WITH “CRAWL”,"INFANT, PUB, SWIMMING, TICKER",#df7bea
78,STATES OF ELATION,"BLISS, CLOUD NINE, HEAVEN, PARADISE",#fbd400
78,SCAM,"CON, FAST ONE, HUSTLE, RACKET",#69e352
78,GREETING GESTURES,"HIGH FIVE, HUG, SHAKE, WAVE",#5492ff
78,___ LIST,"BUCKET, GUEST, TOP TEN, WISH",#df7bea
79,DEPART QUICKLY,"BOOK, BOUNCE, RUN, SPLIT",#fbd400
79,ANIMALS THAT END WITH “X”,"FOX, IBEX, LYNX, ORYX",#69e352
79,SHADES OF BLACK,"EBONY, JET, ONYX, RAVEN",#5492ff
79,WORDS BEFORE DAYS OF THE WEEK,"ASH, BLACK, CYBER, FAT",#df7bea
80,PLAYGROUND FIXTURES,"SANDBOX, SEESAW, SLIDE, SWING",#fbd400
80,INFLUENCE,"CLOUT, PULL, SWAY, WEIGHT",#69e352
80,EGYPTIAN SYMBOLS,"ANKH, CROOK, EYE, SCARAB",#5492ff
80,FONTS,"COURIER, IMPACT, PAPYRUS, TIMES",#df7bea
81,APPETIZER UNIT,"FRY, NACHO, POPPER, WING",#fbd400
81,RESPONSE TO A CORRECT ANSWER,"BINGO, CORRECT, RIGHT, YES",#69e352
81,MAR,"CHIP, DING, NICK, SCRATCH",#5492ff
81,___JACK,"APPLE, CRACKER, FLAP, LUMBER",#df7bea
82,DRINK VESSELS,"GOBLET, SNIFTER, STEIN, TUMBLER",#fbd400
82,WOODWINDS,"CLARINET, FLUTE, OBOE, SAXOPHONE",#69e352
82,AMERICAN POETS,"BISHOP, FROST, OLDS, POUND",#5492ff
82,CONSECUTIVE DOUBLE LETTERS,"BALLOON, BASSOON, COFFEE, FRICASSEE",#df7bea
83,AU NATUREL,"BARE, NAKED, NUDE, UNCLAD",#fbd400
83,BAKED GOODS,"BUN, DANISH, MUFFIN, TURNOVER",#69e352
83,AMERICAN FOOTBALL ACTIONS,"FUMBLE, PUNT, SACK, SNAP",#5492ff
83,MANICURE STEPS,"BUFF, CLIP, FILE, POLISH",#df7bea
84,FEMALE ANIMALS,"COW, DOE, HEN, MARE",#fbd400
84,PRONOUNS,"I, IT, THEY, WE",#69e352
84,ROMAN NUMERALS,"D, L, M, V",#5492ff
84,HOMOPHONES,"EWE, U, YEW, YOU",#df7bea
85,PAINTING ACCESSORIES,"BRUSH, CANVAS, EASEL, PALETTE",#fbd400
85,AUTOMATIC TRANSMISSION SETTINGS,"DRIVE, NEUTRAL, PARK, REVERSE",#69e352
85,THINGS WITH TEETH,"COMB, GEAR, SAW, ZIPPER",#5492ff
85,___ CHAIR,"FIRST, FOLDING, HIGH, LAWN",#df7bea
86,INFORMATION DISPLAYS,"CHART, DIAGRAM, GRAPH, MAP",#fbd400
86,ADDITIONAL BENEFIT,"BONUS, EXTRA, ICING, PERK",#69e352
86,THANKSGIVING FOOD,"GRAVY, PIE, STUFFING, TURKEY",#5492ff
86,SONG TITLES WITH PARENTHESES,"I RAN, ISTANBUL, MONTERO, SATISFACTION",#df7bea
87,CREATURES IN FOLKLORE,"GNOME, GOBLIN, OGRE, TROLL",#fbd400
87,FLOWER PARTS,"BUD, LEAF, PETAL, STALK",#69e352
87,ONE INVOLVED IN ESPIONAGE,"AGENT, MOLE, PLANT, SPY",#5492ff
87,CHINESE ZODIAC ANIMALS,"DRAGON, HORSE, RABBIT, TIGER",#df7bea
88,ROCKY HORROR PICTURE SHOW,"HORROR, PICTURE, ROCKY, SHOW",#fbd400
88,WHO FRAMED ROGER RABBIT,"FRAMED, RABBIT, ROGER, WHO",#69e352
88,WHEN HARRY MET SALLY,"HARRY, MET, SALLY, WHEN",#5492ff
88,MAD MAX FURY ROAD,"FURY, MAD, MAX, ROAD",#df7bea
89,INHERENT NATURE,"ESSENCE, HEART, SOUL, SPIRIT",#fbd400
89,FERMENTED ALCOHOLIC BEVERAGES,"CIDER, PORT, SAKE, STOUT",#69e352
89,PIXAR MOVIES,"BRAVE, CARS, COCO, UP",#5492ff
89,___ TAPE,"DEMO, RED, SCOTCH, TICKER",#df7bea
90,BASEBALL CALLS,"BALL, OUT, SAFE, STRIKE",#fbd400
90,HEAT SOURCES,"FORGE, FURNACE, KILN, OVEN",#69e352
90,FISH THAT ARE VERBS,"CARP, CATFISH, FLOUNDER, SMELT",#5492ff
90,SILENT “L”,"COLONEL, SALMON, WALK, YOLK",#df7bea
91,AMAZON ANIMALS,"ANACONDA, CAPYBARA, JAGUAR, TOUCAN",#fbd400
91,LOWEST POINT,"BASE, BOTTOM, FOOT, FOUNDATION",#69e352
91,MUSICALS,"COMPANY, GREASE, HAIR, RENT",#5492ff
91,SEA ___,"CHANGE, CUCUMBER, LEGS, LION",#df7bea
92,HALLOWEEN DECORATIONS,"BAT, COBWEB, PUMPKIN, TOMBSTONE",#fbd400
92,TV SHOWS,"24, BONES, FIREFLY, WEEDS",#69e352
92,SLOT MACHINE SYMBOLS,"7, BAR, BELL, CHERRY",#5492ff
92,NUMBERS IN BOOK TITLES,"20,000, 2001, 22, 451",#df7bea
93,HOT DRINKS,"CHAI, COCOA, COFFEE, TEA",#fbd400
93,ANIMAL SOUNDS,"BUZZ, CLUCK, MEOW, OINK",#69e352
93,TREE FEATURES,"BARK, BRANCH, ROOT, TRUNK",#5492ff
93,INSIDE INFO,"DIRT, DISH, SCOOP, SKINNY",#df7bea
94,“SKEDADDLE!”,"GET OUT, GO, LEAVE, SCRAM",#fbd400
94,PRONOUNS,"ME, THEM, US, YOU",#69e352
94,ANAGRAMS,"NOPE, OPEN, PEON, PONE",#5492ff
94,___ BABY,"BEANIE, FUR, NEPO, SANTA",#df7bea
95,EYE PARTS,"IRIS, LENS, PUPIL, RETINA",#fbd400
95,COUNTERFEIT,"BOGUS, FAKE, PHONY, SHAM",#69e352
95,RADIO LINGO,"COPY, OUT, OVER, ROGER",#5492ff
95,SONGS THAT ARE NAMES,"ALEJANDRO, LOLA, MICHELLE, STAN",#df7bea
96,BOVIDS,"BUFFALO, COW, GOAT, SHEEP",#fbd400
96,EMIT LIGHT,"BEAM, GLOW, RADIATE, SHINE",#69e352
96,GYMNASTICS APPARATUS,"FLOOR, HORSE, RINGS, VAULT",#5492ff
96,WORDS THAT SOUND LIKE TWO LETTERS,"CUTIE, ENVY, EXCEL, SEEDY",#df7bea
97,FAIRY TALE FIGURES,"GIANT, PRINCESS, WITCH, WOLF",#fbd400
97,CHESS TERMS,"BISHOP, GAMBIT, MATE, QUEEN",#69e352
97,“PEANUTS” CHARACTERS,"CHARLIE, PEPPERMINT PATTY, PIGPEN, WOODSTOCK",#5492ff
97,I LOVE ___,"LUCY, NEW YORK, ROCK 'N ROLL, YOU",#df7bea
98,FRUITS,"APRICOT, FIG, GRAPE, LIME",#fbd400
98,LUXURIOUS,"DELUXE, GRAND, LAVISH, OPULENT",#69e352
98,BEST ACTRESS OSCAR WINNERS,"BERRY, FOSTER, STONE, SWANK",#5492ff
98,WHAT “GREEN” MIGHT MEAN,"ENVIOUS, FRESH, NAIVE, UNWELL",#df7bea
99,INTELLIGENT,"BRIGHT, CLEVER, QUICK, SHARP",#fbd400
99,AIRLINES,"ALASKA, FRONTIER, SOUTHWEST, SPIRIT",#69e352
99,WESTERN TROPES,"COWBOY, DRIFTER, OUTLAW, SHERIFF",#5492ff
99,TV SHOW TITLE SURNAMES,"LASSO, MARS, ROGERS, SMART",#df7bea
100,WEB BROWSER-RELATED,"BOOKMARK, HISTORY, TAB, WINDOW",#fbd400
100,SHIRT FEATURES,"BUTTON, COLLAR, CUFF, POCKET",#69e352
100,CONNECTION,"BOND, LINK, RELATION, TIE",#5492ff
100,DIRTY ___,"DOZEN, JOKE, LAUNDRY, MARTINI",#df7bea
101,REPLACEMENT,"BACKUP, COPY, EXTRA, SPARE",#fbd400
101,BOWLING,"ALLEY, BALL, LANE, PIN",#69e352
101,COMMON MERCH ITEMS,"MUG, PEN, TEE, TOTE",#5492ff
101,NUMBER HOMOPHONES,"ATE, FOR, TOO, WON",#df7bea
102,RESTAURANT WORKERS,"BARTENDER, CHEF, HOST, SERVER",#fbd400
102,MOTOR VEHICLES,"BUS, CAR, MOTORCYCLE, TRUCK",#69e352
102,MUPPETS,"ANIMAL, BEAKER, GONZO, SCOOTER",#5492ff
102,HAND- AND FOOT-RELATED SLANG,"DIGIT, DOG, MITT, PIGGY",#df7bea
103,SODA FOUNTAIN ORDERS,"FLOAT, MALT, SHAKE, SUNDAE",#fbd400
103,"SET, AS PLANS","CONCRETE, FIRM, SOLID, TANGIBLE",#69e352
103,M. NIGHT SHYAMALAN MOVIES,"GLASS, OLD, SIGNS, SPLIT",#5492ff
103,___BOARD,"DASH, HOVER, KEY, STAR",#df7bea
104,ROBUST,"FIT, HEALTHY, SOUND, STRONG",#fbd400
104,DECLINE,"DIP, DROP, FALL, SINK",#69e352
104,WATER SOURCES,"FOUNTAIN, SPRING, TAP, WELL",#5492ff
104,WOMEN SINGERS,"KEYS, NICKS, SUMMER, SWIFT",#df7bea
105,KITCHEN UTENSILS,"GRATER, LADLE, PEELER, WHISK",#fbd400
105,VERTEBRATES,"BIRD, FISH, MAMMAL, REPTILE",#69e352
105,SUPER MARIO-RELATED,"DINOSAUR, MUSHROOM, PLUMBER, PRINCESS",#5492ff
105,SITCOM FAMILIES,"BUNKER, CLEAVER, PARTRIDGE, TANNER",#df7bea
106,BRIDAL ACCESSORIES,"BOUQUET, RING, TRAIN, VEIL",#fbd400
106,“C” WORDS FOR “ENVELOP”,"CAKE, COAT, COVER, CRUST",#69e352
106,JACKS,"BLACK, FROST, MA, SPARROW",#5492ff
106,SOCIAL MEDIA APP ENDINGS,"BOOK, GRAM, IN, TUBE",#df7bea
107,SNAKES,"BOA, MAMBA, PYTHON, VIPER",#fbd400
107,LINGERIE,"GARTER, SLIP, TEDDY, THONG",#69e352
107,SUMMARY,"ABSTRACT, BRIEF, DIGEST, RUNDOWN",#5492ff
107,FULL ___,"CIRCLE, HOUSE, MONTY, MOON",#df7bea
108,PRODUCED BY TREES,"ACORN, CONE, POLLEN, SAP",#fbd400
108,CANDY STORE TREATS,"CHOCOLATE, GUM, LICORICE, LOLLIPOP",#69e352
108,TARGET OF A SCHEME,"CHUMP, FOOL, MARK, SUCKER",#5492ff
108,THINGS WITH EYE(S),"FACE, HURRICANE, NEEDLE, POTATO",#df7bea
109,REFLECT LIGHT,"FLASH, GLEAM, GLITTER, SPARKLE",#fbd400
109,WAYS TO GATHER FOOD,"FISH, FORAGE, HUNT, TRAP",#69e352
109,RAP SUBGENRES,"BOUNCE, CRUNK, DRILL, GRIME",#5492ff
109,LIGHT ___,"BEER, BULB, RAIL, YEAR",#df7bea
110,VERY IMPORTANT,"CENTRAL, CRITICAL, KEY, VITAL",#fbd400
110,RECYCLING CATEGORIES,"GLASS, METAL, PAPER, PLASTIC",#69e352
110,HUDSONS,"HENRY, JENNIFER, KATE, ROCK",#5492ff
110,WHAT “BEAT” MAY MEAN,"ASSIGNMENT, DEFEAT, TEMPO, TIRED",#df7bea
111,PLAYING CARD SUITS,"CLUB, DIAMOND, HEART, SPADE",#fbd400
111,GOLF CLUBS,"IRON, PUTTER, WEDGE, WOOD",#69e352
111,YEARN,"ACHE, LONG, PINE, THIRST",#5492ff
111,INSUFFICIENT,"LOW, SHORT, SHY, WANTING",#df7bea
112,COFFEE COUNTER ITEMS,"CUP, LID, STIRRER, STRAW",#fbd400
112,NOCTURNAL ANIMALS,"BAT, MOTH, OWL, WOLF",#69e352
112,THINGS THAT ARE RED,"BEET, BRICK, CARDINAL, POPPY",#5492ff
112,___ FIGURE,"ACTION, BALLPARK, GO, STICK",#df7bea
113,WAYS TO SHOW RESPECT,"BOW, KNEEL, SALUTE, STAND",#fbd400
113,IPHONE APPS,"CLOCK, MAIL, MAPS, NOTES",#69e352
113,ANIMAL COVERINGS,"DOWN, FUR, SCALES, SHELL",#5492ff
113,“POINTERS”,"ARROW, DOG, FINGER, HINT",#df7bea
114,LONG-HAIRED ANIMALS,"AFGHAN, ALPACA, ANGORA, YAK",#fbd400
114,PRATTLE ON,"BLATHER, CHAT, GAB, JABBER",#69e352
114,SNEAKER BRANDS,"CONVERSE, JORDAN, PUMA, VANS",#5492ff
114,___ BALLOON,"LEAD, SPEECH, TRIAL, WATER",#df7bea
115,CHRISTMAS-RELATED,"MISTLETOE, REINDEER, SNOWMAN, STOCKING",#fbd400
115,MAKE PUBLIC,"DISPLAY, EXHIBIT, PRESENT, SHOW",#69e352
115,TORUS-SHAPED FOOD,"BAGEL, CHEERIO, DONUT, LIFESAVER",#5492ff
115,THINGS WITH STRIPES,"CANDY CANE, CROSSWALK, REFEREE, TIGER",#df7bea
116,DIVISION,"ARM, BRANCH, CHAPTER, WING",#fbd400
116,IMPERIAL UNITS,"BUSHEL, PECK, STONE, TON",#69e352
116,M.L.B. TEAM MEMBER,"ANGEL, CUB, MET, RED",#5492ff
116,INSECT HOMOPHONES,"AUNT, BEATLE, FLEE, NAT",#df7bea
117,"LAUGHTER, IN A TEXT","DEAD, HAHA, LOL, ROFL",#fbd400
117,ART MOVEMENTS,"DADA, DECO, GOTHIC, POP",#69e352
117,“PETER PAN” CHARACTERS,"HOOK, NANA, PETER, WENDY",#5492ff
117,LADY ___,"BIRD, GAGA, LUCK, MACBETH",#df7bea
118,RHYMES,"AARON, DARREN, KAREN, SHARON",#fbd400
118,NATURAL FEATURES,"BROOK, CLIFF, DALE, SAVANNA",#69e352
118,IRREGULAR VERBS,"DREW, MAY, ROSE, WILL",#5492ff
118,PALINDROMES,"EVE, HANNAH, NATAN, OTTO",#df7bea
119,CELEBRATORY OCCASIONS,"ANNIVERSARY, BIRTHDAY, SHOWER, WEDDING",#fbd400
119,PHONE CONNECTIVITY,"BARS, RECEPTION, SERVICE, SIGNAL",#69e352
119,CITIES AND TOWNS IN ENGLAND,"BATH, DERBY, READING, SANDWICH",#5492ff
119,___ OPERA,"COMIC, MET, ROCK, SOAP",#df7bea
120,CROPS,"CORN, CUCUMBER, PEPPER, TOMATO",#fbd400
120,SLANG FOR HEAD,"CROWN, DOME, MELON, NOODLE",#69e352
120,SONG,"CUT, NUMBER, SINGLE, TRACK",#5492ff
120,THINGS THAT WHISTLE,"BIRD, KETTLE, REFEREE, TRAIN",#df7bea
121,ORIGIN,"GENESIS, GERM, SEED, SOURCE",#fbd400
121,BIBLE BOOKS,"ACTS, JOB, KINGS, MARK",#69e352
121,N.H.L. TEAMS,"FLAMES, KRAKEN, STARS, WILD",#5492ff
121,POWER ___,"NAP, PLANT, RANGER, TRIP",#df7bea
122,FILM SET DIRECTIVES,"ACTION, CAMERA, CUT, LIGHTS",#fbd400
122,CONDITIONAL WORDS,"CAN, COULD, MAY, MIGHT",#69e352
122,FOREMOST,"HEAD, LEAD, PRIME, TOP",#5492ff
122,___ PAPER,"BUTCHER, SCRAP, TOILET, WAX",#df7bea
123,CONCEAL,"BLOCK, COVER, HIDE, MASK",#fbd400
123,PARTS OF A WATCH,"CROWN, DIAL, HAND, STRAP",#69e352
123,WONDER WOMAN’S COSTUME,"LASSO, SHIELD, SWORD, TIARA",#5492ff
123,THINGS THAT CAN RUN,"CANDIDATE, FAUCET, MASCARA, NOSE",#df7bea
124,BEANS,"FAVA, KIDNEY, LIMA, PINTO",#fbd400
124,CITIES BEGINNING WITH “L”,"LAGOS, LIMERICK, LINCOLN, LUXOR",#69e352
124,POETRY TERMS,"LINE, METER, RHYME, VERSE",#5492ff
124,“THE(E) ___” RAPPERS,"CREATOR, DUDE, RAPPER, STALLION",#df7bea
125,BUTT,"BOTTOM, BUNS, SEAT, TAIL",#fbd400
125,ROTARY PHONE PARTS,"CORD, CRADLE, DIAL, HANDSET",#69e352
125,SLANG FOR HOME,"CRIB, DIGS, JOINT, PAD",#5492ff
125,PLUNDER,"BOOTY, LOOT, SPOILS, SWAG",#df7bea
126,TOOLS,"FILE, HAMMER, LEVEL, SAW",#fbd400
126,PULL,"JERK, TUG, WRENCH, YANK",#69e352
126,SHORTCUT COMMANDS,"COPY, FIND, PRINT, SAVE",#5492ff
126,TITLE MOVIE ANIMALS,"BABE, BEETHOVEN, CHARLOTTE, WILLY",#df7bea
127,DAYS OF THE WEEK,"FRIDAY, SATURDAY, SUNDAY, THURSDAY",#fbd400
127,GO BAD,"ROT, SOUR, SPOIL, TURN",#69e352
127,“THE ADDAMS FAMILY” CHARACTERS,"FESTER, LURCH, THING, WEDNESDAY",#5492ff
127,FAT ___,"CAT, CHANCE, LIP, TUESDAY",#df7bea
128,TAUNTS,"BOO, HISS, JEER, RASPBERRY",#fbd400
128,FAILURE,"BOMB, DUD, FLOP, LEMON",#69e352
128,RUDELY BREAK OFF CONTACT,"DESERT, GHOST, IGNORE, JILT",#5492ff
128,ROCK ___,"BOTTOM, CANDY, GARDEN, STAR",#df7bea
129,SOMETHING TIRESOME,"BORE, DRAG, SNOOZE, YAWN",#fbd400
129,BIT OF WIND,"BREEZE, DRAFT, GUST, PUFF",#69e352
129,PIQUANCY,"BITE, KICK, TANG, ZIP",#5492ff
129,SINGULAR OF THINGS SEEN IN PAIRS,"BOXER, GOGGLE, PANT, TONG",#df7bea
130,FALSIFY,"FABRICATE, FAKE, FIX, FORGE",#fbd400
130,MILD OATHS,"FIDDLESTICKS, FIE, FRICK, FUDGE",#69e352
130,TV SHOWS,"FARGO, FIREFLY, FLEABAG, FLIPPER",#5492ff
130,FAST ___,"FASHION, FOOD, FORWARD, FRIENDS",#df7bea
131,ANIMAL HOMES,"DEN, HIVE, LAIR, NEST",#fbd400
131,VIRTUAL SPACES,"CLOUD, METAVERSE, NET, WEB",#69e352
131,EQUITABLE,"EQUAL, EVEN, FAIR, JUST",#5492ff
131,___ BURGER,"GOOD, IMPOSSIBLE, NOTHING, WARREN",#df7bea
132,TABLEWARE,"BOWL, DISH, PLATE, SAUCER",#fbd400
132,NONSENSE,"BALONEY, BUNK, CROCK, TRIPE",#69e352
132,BRA PARTS,"CUP, HOOK, STRAP, WIRE",#5492ff
132,ACRONYMS,"LASER, RADAR, SCUBA, SPAM",#df7bea
133,RELAX,"CHILL, HANG, LOAF, LOUNGE",#fbd400
133,CATCHY SONG,"BANGER, BOP, GROOVE, JAM",#69e352
133,BRITISH CUISINE,"MASH, ROAST, SCONE, TRIFLE",#5492ff
133,STICKY SITUATION,"BIND, PICKLE, SCRAPE, SPOT",#df7bea
134,CELL PHONE MODES,"FOCUS, RING, SILENT, VIBRATE",#fbd400
134,IMPEL,"DRIVE, INSPIRE, MOTIVATE, SPUR",#69e352
134,ROMANTIC BEGINNINGS,"CONNECTION, FEELINGS, SPARK, VIBE",#5492ff
134,HARD ___,"CANDY, COPY, KNOCKS, SELTZER",#df7bea
135,ANIMAL GROUPS,"COLONY, HERD, PRIDE, SCHOOL",#fbd400
135,SMALL OPENING,"CRANNY, NICHE, NOOK, RECESS",#69e352
135,PARADIGMATIC,"CLASSIC, DEFINITIVE, MODEL, TEXTBOOK",#5492ff
135,RHYMING COMPOUND WORDS,"BACKPACK, BIGWIG, DOWNTOWN, RAGTAG",#df7bea
136,GRAMMAR TENSE TERMS,"FUTURE, PAST, PERFECT, PRESENT",#fbd400
136,“GRACIOUS ME!”,"GOODNESS, HEAVENS, LORD, MERCY",#69e352
136,12 DAYS OF CHRISTMAS,"DRUMMER, LADY, RING, SWAN",#5492ff
136,___ SYRUP,"CORN, COUGH, MAPLE, SIMPLE",#df7bea
137,INCREASE,"BUILD, GROW, MOUNT, SWELL",#fbd400
137,"EXCELLENT, IN OLD SLANG","ACES, KEEN, NEATO, NIFTY",#69e352
137,FINE BUBBLES,"FOAM, FROTH, HEAD, LATHER",#5492ff
137,SPHERICAL THINGS,"BUBBLE, GLOBE, MARBLE, PEARL",#df7bea
138,SHAMELESS BOLDNESS,"BRASS, CHEEK, GALL, NERVE",#fbd400
138,METAL ELEMENTS,"COPPER, GOLD, NICKEL, SILVER",#69e352
138,W.N.B.A. TEAMS,"LIBERTY, MERCURY, SKY, SPARKS",#5492ff
138,THINGS WITH TRUNKS,"CARS, ELEPHANTS, SWIMMERS, TREES",#df7bea
139,SENSES,"SIGHT, SMELL, TASTE, TOUCH",#fbd400
139,APPEARANCE,"DRESS, LOOK, MANNER, STYLE",#69e352
139,“AGREE!”,"DITTO, LIKEWISE, SAME, SECOND",#5492ff
139,___ MOON,"BLUE, HARVEST, NEW, SAILOR",#df7bea
140,MISHMASH,"HASH, JUMBLE, MEDLEY, STEW",#fbd400
140,GO UP AGAINST,"CHALLENGE, CONFRONT, FACE, OPPOSE",#69e352
140,GROUP OF OFFSPRING,"BROOD, CLUTCH, HATCH, LITTER",#5492ff
140,GUITAR PARTS,"BODY, BRIDGE, FRET, NECK",#df7bea
141,BIRD FEATURES,"BEAK, FEATHER, TALON, WING",#fbd400
141,BLINK OF AN EYE,"FLASH, HEARTBEAT, SECOND, WINK",#69e352
141,MAHJONG TILES,"BAMBOO, DRAGON, SEASON, WIND",#5492ff
141,___ BUTTON,"BELLY, HOT, PANIC, SNOOZE",#df7bea
142,FLOWERS,"DAISY, ROSE, TULIP, VIOLET",#fbd400
142,SEEN ON A FARM,"BARN, CHICKEN, FARMER, TRACTOR",#69e352
142,HORROR DIRECTORS,"ASTER, CARPENTER, CRAVEN, WAN",#5492ff
142,___ JACKET,"DUST, LIFE, SPORTS, YELLOW",#df7bea
143,SOCIAL MEDIA ACTIONS,"FOLLOW, LIKE, SHARE, SUBSCRIBE",#fbd400
143,USE A NEEDLE AND THREAD,"DARN, HEM, SEAM, SEW",#69e352
143,SHOWS SET IN HOSPITALS,"ER, HOUSE, RATCHED, SCRUBS",#5492ff
143,EXPRESSIONS OF HESITATION,"ERM, UH, UM, WELL",#df7bea
144,IGNITE,"BURN, KINDLE, LIGHT, TORCH",#fbd400
144,INFORMATION,"DATA, INFO, INTEL, NEWS",#69e352
144,SMALL WOODED AREA,"DELL, GLEN, HOLLOW, VALLEY",#5492ff
144,THINGS WITH CORES,"APPLE, COMPUTER, PLANET, REACTOR",#df7bea
145,NEVERTHELESS,"HOWEVER, STILL, THOUGH, YET",#fbd400
145,REPEATED WORDS IN EXPRESSIONS,"HEAR, KNOCK, THERE, TUT",#69e352
